"","st","year","a_mean_dentist","a_mean_doctor","a_mean_nurse","a_mean_den_doc","a_mean_den_nurse"
"35","AR",2009,186710,206030,57040,0.906227248458962,3.27331697054698
"36","AR",2010,170700,199860,56500,0.854097868507956,3.0212389380531
"37","AR",2011,172920,215500,56990,0.802412993039443,3.03421652921565
"38","AR",2012,160640,214080,55360,0.750373692077728,2.90173410404624
"39","AR",2013,152200,210600,56150,0.722697056030389,2.71059661620659
"40","AR",2014,160520,202110,56480,0.794220968779378,2.84206798866856
"41","AR",2015,171450,211410,56870,0.810983397190294,3.0147705292773
"42","AR",2016,185170,212480,57630,0.871470256024096,3.21308346347389
"43","AR",2017,170440,222460,58810,0.766160208576823,2.89814657371195
"44","AR",2018,165480,228620,60780,0.723821187997551,2.72260612043435
"45","AZ",2004,140630,161780,52980,0.869266905674373,2.65439788599471
"46","AZ",2005,129820,148170,56280,0.876155767024364,2.30668088130775
"47","AZ",2006,133150,141270,58480,0.942521412897289,2.27684678522572
"48","AZ",2007,135340,140220,60670,0.965197546712309,2.23075655183781
"49","AZ",2008,150530,153540,64740,0.980395988016152,2.32514674080939
"50","AZ",2009,160410,158990,67130,1.00893137933203,2.38954267838522
"51","AZ",2010,184850,174210,70220,1.06107571321968,2.63244090002848
"52","AZ",2011,183330,171090,72340,1.07154129405576,2.53428255460326
"53","AZ",2012,171810,180930,71390,0.949593765544686,2.4066395853761
"54","AZ",2013,154260,184560,71430,0.835825747724317,2.15959680806384
"55","AZ",2014,141890,171980,71300,0.825037795092453,1.99004207573633
"56","AZ",2015,155940,169520,71790,0.919891458235017,2.17216882574175
"57","AZ",2016,168710,172530,73430,0.97785892308584,2.29756230423533
"58","AZ",2017,175310,198530,75110,0.883040346547121,2.33404340300892
"59","AZ",2018,186870,209810,77000,0.890662980792145,2.42688311688312
"60","CA",2004,141470,119010,66920,1.18872363666919,2.11401673640167
"61","CA",2005,136510,133420,70430,1.02315994603508,1.93823654692603
"62","CA",2006,142190,136290,75130,1.04329004329004,1.89258618394782
"63","CA",2007,138280,139130,78550,0.993890605908143,1.76040738383195
"64","CA",2008,140990,142620,83040,0.988571027906324,1.69785645472062
"65","CA",2009,148650,164290,85080,0.904802483413476,1.74717912552891
"66","CA",2010,146760,168010,87480,0.873519433367062,1.67764060356653
"67","CA",2011,148100,174530,90860,0.848564716667622,1.62998018930222
"68","CA",2012,140620,182200,94120,0.77178924259056,1.49405014874628
"69","CA",2013,147750,194780,96980,0.758548105554985,1.52351000206228
"70","CA",2014,155270,198160,98400,0.783558740411788,1.57794715447154
"71","CA",2015,170490,198380,101260,0.859411230970864,1.68368556191981
"72","CA",2016,164330,198010,101750,0.829907580425231,1.61503685503686
"73","CA",2017,157890,196180,102700,0.804822102151086,1.53739045764362
"74","CA",2018,151490,197860,106950,0.76564237339533,1.41645628798504
"75","CO",2004,157460,120410,53830,1.30769869612158,2.92513468326212
"76","CO",2005,147300,126830,56340,1.1613971457857,2.61448349307774
"77","CO",2006,150480,134690,58620,1.11723216274408,2.56704196519959
"78","CO",2007,164470,141900,61890,1.15905567300916,2.65745677815479
"79","CO",2008,157340,158050,64280,0.9955077507118,2.4477286869944
"80","CO",2009,149560,184290,66800,0.811547018286396,2.23892215568862
"81","CO",2010,140070,186300,67280,0.751851851851852,2.08189655172414
"82","CO",2011,138540,183630,68670,0.754451886946577,2.0174748798602
"83","CO",2012,133300,167510,67920,0.795773386663483,1.96260306242638
"84","CO",2013,143910,179240,68980,0.802889979915198,2.08625688605393
"85","CO",2014,158050,186690,69600,0.846590604745835,2.27083333333333
"86","CO",2015,178710,202780,69990,0.881299930959661,2.5533647663952
"87","CO",2016,175210,217230,70550,0.806564470837361,2.4834868887314
"88","CO",2017,168110,222240,72570,0.756434485241181,2.31652197877911
"89","CO",2018,174930,220960,74240,0.791681752353367,2.35627693965517
"90","CT",2004,133250,144520,60040,0.922017713811237,2.21935376415723
"91","CT",2005,166570,153810,61990,1.08295949548144,2.68704629778997
"92","CT",2006,170830,148810,64210,1.14797392648344,2.66048902040181
"93","CT",2007,169230,155300,66890,1.08969735994849,2.52997458513978
"94","CT",2008,161420,160830,70350,1.00366846981285,2.29452736318408
"95","CT",2009,165090,161420,71930,1.02273572048073,2.29514806061449
"96","CT",2010,168180,153310,73860,1.09699302067706,2.2770105605199
"97","CT",2011,166200,161330,75850,1.03018657410277,2.19116677653263
"98","CT",2012,184460,154040,75660,1.19748117372111,2.43801215966164
"99","CT",2013,192870,188080,76280,1.02546788600595,2.52844782380703
"100","CT",2014,183460,177910,76370,1.03119554831094,2.40225219326961
"101","CT",2015,188580,196730,77330,0.958572663040716,2.43863959653433
"102","CT",2016,205310,190280,78270,1.07898885852428,2.62309952727737
"103","CT",2017,212840,203640,80200,1.04517776468277,2.65386533665835
"104","CT",2018,213390,199890,81220,1.06753714542999,2.62730854469343
"105","DC",2004,102210,73460,57440,1.39136945276341,1.77942200557103
"108","DC",2007,146960,84960,66750,1.72975517890772,2.20164794007491
"109","DC",2008,155400,166740,73040,0.931989924433249,2.1276013143483
"110","DC",2009,164430,160080,74040,1.02717391304348,2.2208265802269
"111","DC",2010,165910,148700,76210,1.11573638197714,2.17701089095919
"112","DC",2011,123560,123540,75160,1.00016189088554,1.6439595529537
"113","DC",2012,115160,146530,75790,0.785914147273596,1.51946167040507
"114","DC",2013,122370,153010,77550,0.79975165021894,1.5779497098646
"116","DC",2016,113910,191540,80500,0.594706066617939,1.41503105590062
"117","DC",2017,180600,166940,90110,1.08182580567869,2.00421706802797
"118","DC",2018,183630,162830,92350,1.12774058834367,1.98841364374662
"119","DE",2004,129900,122510,56650,1.06032160639948,2.29302736098853
"120","DE",2005,154590,133110,58260,1.16137029524453,2.65345005149331
"121","DE",2006,164760,145960,61310,1.12880241161962,2.68732670037514
"122","DE",2007,184690,157820,65550,1.17025725510075,2.81754385964912
"123","DE",2008,187600,168570,68900,1.11289078721006,2.72278664731495
"124","DE",2009,198770,152520,70770,1.30323891948597,2.80867599265225
"125","DE",2010,195300,156570,70920,1.24736539566967,2.75380710659898
"126","DE",2011,210440,149150,72060,1.41092859537378,2.92034415764641
"127","DE",2012,214840,147070,70820,1.46080097912559,3.03360632589664
"128","DE",2013,226910,151470,70660,1.49805241962105,3.21129351825644
"129","DE",2014,224830,156980,70160,1.43222066505287,3.20453249714937
"130","DE",2015,227160,164980,71410,1.37689416899018,3.18106707744013
"131","DE",2016,236130,179840,70820,1.31300044483986,3.33422761931658
"132","DE",2017,257290,190020,73180,1.35401536680349,3.51585132549877
"133","DE",2018,264440,214170,74800,1.23472008217771,3.53529411764706
"134","FL",2004,120900,152410,50710,0.793255035758809,2.38414513902583
"135","FL",2005,131220,152320,53190,0.861475840336134,2.46700507614213
"136","FL",2006,135030,154770,56710,0.872455902306649,2.3810615411744
"137","FL",2007,144850,152080,59450,0.952459231983167,2.43650126156434
"138","FL",2008,150940,145070,61290,1.04046322465017,2.46271822483276
"139","FL",2009,144680,137820,62270,1.04977506893049,2.32343022322145
"140","FL",2010,146410,163030,63010,0.898055572594001,2.32359942866212
"141","FL",2011,146520,171520,64020,0.854244402985075,2.28865979381443
"142","FL",2012,149950,190840,61780,0.785736742821212,2.42716089349304
"143","FL",2013,153260,186380,62060,0.822298529885181,2.46954560103126
"144","FL",2014,163570,194040,62720,0.84297052154195,2.60794005102041
"145","FL",2015,170270,197090,63960,0.863920036531534,2.66213258286429
"146","FL",2016,166180,203410,64630,0.816970650410501,2.5712517406777
"147","FL",2017,166610,215300,64890,0.773850441244775,2.56757589767298
"148","FL",2018,167270,216020,66210,0.774326451254513,2.52635553541761
"149","GA",2004,149780,144230,49680,1.03848020522776,3.01489533011272
"150","GA",2005,145440,142970,52430,1.01727635168217,2.77398436009918
"151","GA",2006,158950,154160,55070,1.03107161390763,2.88632649355366
"152","GA",2007,160290,173160,57350,0.925675675675676,2.7949433304272
"153","GA",2008,171280,177700,59960,0.963871693866066,2.85657104736491
"154","GA",2009,167060,188620,60940,0.885696108578094,2.74138496882179
"155","GA",2010,191270,186020,61670,1.02822277174497,3.10150802659316
"156","GA",2011,191810,189020,62370,1.01476034282087,3.07535674202341
"157","GA",2012,191920,190300,60770,1.00851287440883,3.15813723876913
"158","GA",2013,189550,201490,61630,0.940741476003772,3.07561252636703
"159","GA",2014,190620,223710,62350,0.852085288990211,3.05725741780273
"160","GA",2015,177540,207770,63190,0.854502574962699,2.8096217755974
"161","GA",2016,173850,211110,64750,0.823504334233338,2.68494208494208
"162","GA",2017,181690,189980,66750,0.956363827771344,2.72194756554307
"163","GA",2018,176600,190950,68950,0.924849437025399,2.56127628716461
"164","GU",2004,111760,161950,47460,0.69008953380673,2.35482511588706
"165","GU",2005,97730,168750,48080,0.579140740740741,2.03265391014975
"166","GU",2006,117860,170450,50490,0.691463772367263,2.33432362844128
"167","GU",2009,129740,167310,49630,0.775446775446775,2.61414467056216
"168","GU",2015,177140,171640,53450,1.03204381263109,3.31412535079514
"169","HI",2004,171420,136770,60920,1.25334503180522,2.81385423506238
"170","HI",2005,152880,134190,65490,1.13928012519562,2.33440219880898
"171","HI",2006,151120,154130,68680,0.980471030947901,2.20034944670938
"172","HI",2007,136880,146190,74220,0.93631575347151,1.84424683373754
"173","HI",2008,144280,159010,77950,0.907364316709641,1.85093008338679
"174","HI",2009,141020,154930,80020,0.910217517588588,1.76230942264434
"175","HI",2010,146310,169390,82130,0.863746384084066,1.7814440521125
"176","HI",2011,155490,182340,83950,0.852747614346825,1.85217391304348
"177","HI",2012,143520,205000,84750,0.70009756097561,1.69345132743363
"178","HI",2013,152810,222510,85380,0.686755651431396,1.78976341063481
"179","HI",2014,167470,231110,88230,0.724633291506209,1.89810721976652
"180","HI",2015,154880,228220,90130,0.678643414249408,1.71840674581161
"181","HI",2016,179920,214930,88910,0.837109756664961,2.02361939039478
"182","HI",2017,174070,194760,96990,0.893766687204765,1.79472110526858
"183","HI",2018,196690,231750,98080,0.848716289104639,2.00540375203915
"184","IA",2004,143460,147600,43370,0.971951219512195,3.30781646299285
"185","IA",2005,137230,139040,45330,0.986982163406214,3.02735495257004
"186","IA",2006,155240,156220,47030,0.993726795544745,3.30087178396768
"187","IA",2007,146350,166850,49140,0.877135151333533,2.97822547822548
"188","IA",2008,152830,175500,50700,0.870826210826211,3.01439842209073
"189","IA",2009,172320,185920,51930,0.926850258175559,3.31831311380705
"190","IA",2010,202750,206530,51970,0.981697574202295,3.90128920531076
"191","IA",2011,202640,213460,53300,0.949311346388082,3.80187617260788
"192","IA",2012,187140,213600,52540,0.876123595505618,3.56185763228017
"193","IA",2013,171610,212550,53520,0.807386497294754,3.20646487294469
"194","IA",2014,174480,217460,54020,0.802354455991907,3.2299148463532
"195","IA",2015,185270,234600,55040,0.789727195225917,3.36609738372093
"196","IA",2016,184910,243580,56290,0.759134575909352,3.28495292236632
"197","IA",2017,193130,241760,57930,0.798850099272005,3.3338511997238
"198","IA",2018,187570,246670,59130,0.760408643126444,3.17216303061052
"200","ID",2005,117220,151870,49460,0.771844340554422,2.36999595632835
"201","ID",2006,142910,152150,51550,0.939270456786066,2.77225994180407
"202","ID",2008,154090,168140,57770,0.916438682050672,2.66730136749178
"203","ID",2009,168310,180410,61320,0.93293054708719,2.74478147423353
"204","ID",2010,181510,188660,62720,0.9621011343157,2.89397321428571
"205","ID",2011,187960,175330,62670,1.07203559003023,2.99920217009734
"206","ID",2012,159910,163360,59100,0.978880999020568,2.70575296108291
"207","ID",2013,154810,192460,59770,0.804374935051439,2.59009536556801
"208","ID",2014,169360,188470,60320,0.898604552448666,2.80769230769231
"209","ID",2015,191140,187270,61280,1.02066534949538,3.11912532637076
"210","ID",2016,191250,188930,62470,1.01227968030487,3.06146950536257
"211","ID",2017,187800,220550,64520,0.851507594649739,2.91072535647861
"212","ID",2018,172020,234810,67110,0.732592308675099,2.56325435851587
"213","IL",2004,81940,134500,49770,0.609219330855019,1.64637331725939
"214","IL",2005,103470,130580,53470,0.792387808240159,1.93510379652141
"215","IL",2006,106250,139700,56590,0.760558339298497,1.87754020144902
"216","IL",2007,139150,139770,61060,0.995564141088932,2.27890599410416
"217","IL",2008,149840,147840,64020,1.01352813852814,2.34051858794127
"218","IL",2009,142850,166920,65440,0.855799185238438,2.18291564792176
"219","IL",2010,135070,171680,66660,0.786754426840634,2.02625262526253
"220","IL",2011,121650,179880,67190,0.67628418945964,1.81053728233368
"221","IL",2012,128240,182060,66260,0.70438317038339,1.93540597645638
"222","IL",2013,133260,173450,66730,0.768290573652349,1.99700284729507
"223","IL",2014,141980,162890,68030,0.871631162133955,2.08702043216228
"224","IL",2015,149400,189480,69760,0.788473717542749,2.14162844036697
"225","IL",2016,156150,219280,70890,0.71210324699015,2.2027084214981
"226","IL",2017,161270,220290,72090,0.732080439420764,2.23706478013594
"227","IL",2018,171590,213340,73890,0.804302990531546,2.3222357558533
"228","IN",2004,140990,140250,46900,1.00527629233512,3.00618336886994
"229","IN",2005,137390,142320,50020,0.965359752670039,2.74670131947221
"230","IN",2006,134750,152680,52810,0.882564841498559,2.55160007574323
"231","IN",2007,145630,151480,54990,0.961381040401373,2.64829969085288
"232","IN",2008,158080,158950,57160,0.99452658068575,2.76557032890133
"233","IN",2009,170570,161440,57910,1.05655351833499,2.94543256777759
"234","IN",2010,182150,170810,57820,1.06638955564662,3.15029401591145
"235","IN",2011,184090,177690,58410,1.03601778378074,3.15168635507619
"236","IN",2012,175790,185140,57520,0.949497677433294,3.05615438108484
"237","IN",2013,157930,188370,58320,0.838403142750969,2.70799039780521
"238","IN",2014,143780,176120,58900,0.81637519872814,2.44108658743633
"239","IN",2015,146760,177540,58910,0.82663061845218,2.49125785095909
"240","IN",2016,162390,184650,60050,0.87944760357433,2.70424646128226
"241","IN",2017,185820,198080,62450,0.938105815831987,2.97550040032026
"242","IN",2018,183800,207480,64860,0.885868517447465,2.83379586802344
"243","KS",2004,111730,160870,45990,0.69453596071362,2.42944118286584
"244","KS",2005,117980,174570,46990,0.675832044452082,2.51074696743988
"245","KS",2006,136900,177930,49170,0.769403698083516,2.78421801911735
"246","KS",2007,143970,180440,52420,0.797882952782088,2.74647081266692
"247","KS",2008,161410,180690,54500,0.8932979135536,2.96165137614679
"248","KS",2009,157930,187110,55730,0.844048955160066,2.83384173694599
"249","KS",2010,158360,179950,57470,0.880022228396777,2.75552462154167
"250","KS",2011,130550,186830,58750,0.698763581865867,2.22212765957447
"251","KS",2012,123260,198570,56040,0.620738278692652,2.19950035688794
"252","KS",2013,152040,215900,56410,0.704214914312182,2.69526679666726
"253","KS",2014,173720,222090,56800,0.782205412220271,3.05845070422535
"254","KS",2015,182340,228590,57410,0.797672689094011,3.17610172443825
"255","KS",2016,177380,224070,58260,0.791627616369884,3.04462753175421
"256","KS",2017,185600,227140,59940,0.817117196442723,3.09642976309643
"257","KS",2018,179100,215450,61030,0.831283360408447,2.93462231689333
"258","KY",2004,110510,142010,48050,0.778184634884867,2.29989594172737
"259","KY",2005,103360,144290,50370,0.716335158361633,2.05201508834624
"260","KY",2006,121720,152450,52080,0.798425713348639,2.33717357910906
"261","KY",2007,139430,155790,55800,0.894986841260671,2.49874551971326
"262","KY",2008,156010,163760,56780,0.952674645823156,2.74762240225431
